TIENDA_ID,VENTA_PRED,FECHA,LATITUD_NUM,LONGITUD_NUM,mape_test,mae_test
1,832268.0,2025-01-31 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
1,744398.0,2025-02-28 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
1,359462.0,2025-03-31 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
2,1095531.0,2025-01-31 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
2,979014.0,2025-02-28 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
2,458545.0,2025-03-31 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
3,1006268.0,2025-01-31 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
3,921560.0,2025-02-28 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
3,428587.0,2025-03-31 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
4,1502318.0,2025-01-31 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
4,1446437.0,2025-02-28 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
4,695796.0,2025-03-31 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
5,1697344.0,2025-01-31 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
5,1672727.0,2025-02-28 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
5,862423.0,2025-03-31 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
6,792371.0,2025-01-31 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
6,661550.0,2025-02-28 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
6,359994.0,2025-03-31 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
7,1006200.0,2025-01-31 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
7,862970.0,2025-02-28 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
7,463077.0,2025-03-31 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
8,1118629.0,2025-01-31 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
8,983924.0,2025-02-28 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
8,476048.0,2025-03-31 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
9,1618217.0,2025-01-31 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
9,1505013.0,2025-02-28 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
9,784430.0,2025-03-31 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
11,874629.0,2025-01-31 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
11,731669.0,2025-02-28 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
11,421478.0,2025-03-31 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
12,1081643.0,2025-01-31 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
12,1021915.0,2025-02-28 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
12,469514.0,2025-03-31 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
13,1266552.0,2025-01-31 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
13,1221792.0,2025-02-28 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
13,680276.0,2025-03-31 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
14,1185458.0,2025-01-31 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
14,1144918.0,2025-02-28 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
14,624230.0,2025-03-31 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
15,614980.0,2025-01-31 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
15,609334.0,2025-02-28 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
15,295249.0,2025-03-31 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
16,1159529.0,2025-01-31 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
16,924538.0,2025-02-28 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
16,561317.0,2025-03-31 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
17,826874.0,2025-01-31 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
17,731236.0,2025-02-28 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
17,371268.0,2025-03-31 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
18,1411529.0,2025-01-31 00:00:00,26.05197,-98.28736,1.4589283247370577,20119.637740261776
18,1341367.0,2025-02-28 00:00:00,26.05197,-98.28736,1.4589283247370577,20119.637740261776
18,707119.0,2025-03-31 00:00:00,26.05197,-98.28736,1.4589283247370577,20119.637740261776
19,548027.0,2025-01-31 00:00:00,25.9944,-98.11901,3.1625284797076043,16410.15170832792
19,536689.0,2025-02-28 00:00:00,25.9944,-98.11901,3.1625284797076043,16410.15170832792
19,258780.0,2025-03-31 00:00:00,25.9944,-98.11901,3.1625284797076043,16410.15170832792
21,1302487.0,2025-01-31 00:00:00,25.18824,-99.80819,1.7658303717884716,22853.644852677462
21,1309338.0,2025-02-28 00:00:00,25.18824,-99.80819,1.7658303717884716,22853.644852677462
21,686660.0,2025-03-31 00:00:00,25.18824,-99.80819,1.7658303717884716,22853.644852677462
22,1054456.0,2025-01-31 00:00:00,25.57557,-99.98963,2.460275755974214,23981.157031294268
22,844488.0,2025-02-28 00:00:00,25.57557,-99.98963,2.460275755974214,23981.157031294268
22,462112.0,2025-03-31 00:00:00,25.57557,-99.98963,2.460275755974214,23981.157031294268
23,960521.0,2025-01-31 00:00:00,24.88103,-99.58133,1.5676571334603873,14617.511231146515
23,902843.0,2025-02-28 00:00:00,24.88103,-99.58133,1.5676571334603873,14617.511231146515
23,417906.0,2025-03-31 00:00:00,24.88103,-99.58133,1.5676571334603873,14617.511231146515
24,795975.0,2025-01-31 00:00:00,25.18881,-99.82257,3.7877285845645705,27135.142686661202
24,714743.0,2025-02-28 00:00:00,25.18881,-99.82257,3.7877285845645705,27135.142686661202
24,364119.0,2025-03-31 00:00:00,25.18881,-99.82257,3.7877285845645705,27135.142686661202
25,1093244.0,2025-01-31 00:00:00,25.18958,-99.85066,5.980973137347597,12120.426858180363
25,1183794.0,2025-02-28 00:00:00,25.18958,-99.85066,5.980973137347597,12120.426858180363
25,635873.0,2025-03-31 00:00:00,25.18958,-99.85066,5.980973137347597,12120.426858180363
26,921982.0,2025-01-31 00:00:00,24.86496,-99.56645,2.746189357529408,23891.80222600832
26,888851.0,2025-02-28 00:00:00,24.86496,-99.56645,2.746189357529408,23891.80222600832
26,421257.0,2025-03-31 00:00:00,24.86496,-99.56645,2.746189357529408,23891.80222600832
27,890368.0,2025-01-31 00:00:00,25.18924,-99.8317,1.7384320556198096,13394.547760523734
27,860533.0,2025-02-28 00:00:00,25.18924,-99.8317,1.7384320556198096,13394.547760523734
27,451230.0,2025-03-31 00:00:00,25.18924,-99.8317,1.7384320556198096,13394.547760523734
28,987392.0,2025-01-31 00:00:00,25.57477,-99.97964,1.7071863664989266,15351.759000888938
28,953786.0,2025-02-28 00:00:00,25.57477,-99.97964,1.7071863664989266,15351.759000888938
28,450964.0,2025-03-31 00:00:00,25.57477,-99.97964,1.7071863664989266,15351.759000888938
29,798694.0,2025-01-31 00:00:00,25.19407,-99.83954,2.0582087738245836,14580.510678699573
29,713799.0,2025-02-28 00:00:00,25.19407,-99.83954,2.0582087738245836,14580.510678699573
29,345179.0,2025-03-31 00:00:00,25.19407,-99.83954,2.0582087738245836,14580.510678699573
31,1475005.0,2025-01-31 00:00:00,25.29708,-100.02935,11.808727254330995,24544.825578365224
31,1600629.0,2025-02-28 00:00:00,25.29708,-100.02935,11.808727254330995,24544.825578365224
31,730066.0,2025-03-31 00:00:00,25.29708,-100.02935,11.808727254330995,24544.825578365224
32,731683.0,2025-01-31 00:00:00,25.66615,-100.13315,2.465762022387015,16393.579389540213
32,696473.0,2025-02-28 00:00:00,25.66615,-100.13315,2.465762022387015,16393.579389540213
32,377579.0,2025-03-31 00:00:00,25.66615,-100.13315,2.465762022387015,16393.579389540213
33,1646027.0,2025-01-31 00:00:00,25.25546,-99.68657,2.009886041337694,27758.800158327696
33,1496253.0,2025-02-28 00:00:00,25.25546,-99.68657,2.009886041337694,27758.800158327696
33,806057.0,2025-03-31 00:00:00,25.25546,-99.68657,2.009886041337694,27758.800158327696
34,1230318.0,2025-01-31 00:00:00,25.28155,-100.0205,2.725805521043856,29772.719462270896
34,1088814.0,2025-02-28 00:00:00,25.28155,-100.0205,2.725805521043856,29772.719462270896
34,594501.0,2025-03-31 00:00:00,25.28155,-100.0205,2.725805521043856,29772.719462270896
35,832200.0,2025-01-31 00:00:00,24.8626,-99.57939,0.779934662076611,5975.829196283402
35,806302.0,2025-02-28 00:00:00,24.8626,-99.57939,0.779934662076611,5975.829196283402
35,449482.0,2025-03-31 00:00:00,24.8626,-99.57939,0.779934662076611,5975.829196283402
36,1378301.0,2025-01-31 00:00:00,25.1755,-99.83795,2.034055580984077,26769.329274534088
36,1308653.0,2025-02-28 00:00:00,25.1755,-99.83795,2.034055580984077,26769.329274534088
36,670693.0,2025-03-31 00:00:00,25.1755,-99.83795,2.034055580984077,26769.329274534088
37,735492.0,2025-01-31 00:00:00,25.61395,-100.17367,2.681546604817044,18711.41008356657
37,718350.0,2025-02-28 00:00:00,25.61395,-100.17367,2.681546604817044,18711.41008356657
37,375118.0,2025-03-31 00:00:00,25.61395,-100.17367,2.681546604817044,18711.41008356657
38,767182.0,2025-01-31 00:00:00,25.6076,-99.64965,3.1101775225559836,20663.406025751832
38,712128.0,2025-02-28 00:00:00,25.6076,-99.64965,3.1101775225559836,20663.406025751832
38,404989.0,2025-03-31 00:00:00,25.6076,-99.64965,3.1101775225559836,20663.406025751832
39,742953.0,2025-01-31 00:00:00,25.71129,-99.25392,2.8020471691971616,18538.162834526574
39,727752.0,2025-02-28 00:00:00,25.71129,-99.25392,2.8020471691971616,18538.162834526574
39,383071.0,2025-03-31 00:00:00,25.71129,-99.25392,2.8020471691971616,18538.162834526574
41,958835.0,2025-01-31 00:00:00,25.45995,-99.99653,1.6777037392296459,18562.782300602936
41,856979.0,2025-02-28 00:00:00,25.45995,-99.99653,1.6777037392296459,18562.782300602936
41,562148.0,2025-03-31 00:00:00,25.45995,-99.99653,1.6777037392296459,18562.782300602936
42,856856.0,2025-01-31 00:00:00,25.57826,-100.02549,20.022527978868567,60885.65022586853
42,801874.0,2025-02-28 00:00:00,25.57826,-100.02549,20.022527978868567,60885.65022586853
42,440405.0,2025-03-31 00:00:00,25.57826,-100.02549,20.022527978868567,60885.65022586853
43,775318.0,2025-01-31 00:00:00,25.61009,-100.15445,4.161272019256964,26593.614220473533
43,712644.0,2025-02-28 00:00:00,25.61009,-100.15445,4.161272019256964,26593.614220473533
43,351429.0,2025-03-31 00:00:00,25.61009,-100.15445,4.161272019256964,26593.614220473533
44,954255.0,2025-01-31 00:00:00,25.61295,-100.15086,2.44438342269267,21368.701236566227
44,793929.0,2025-02-28 00:00:00,25.61295,-100.15086,2.44438342269267,21368.701236566227
