TIENDA_ID,VENTA_PRED,FECHA,LATITUD_NUM,LONGITUD_NUM,mape_test,mae_test
1,783552.0,2024-12-31 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
1,757938.0,2025-01-31 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
1,373346.0,2025-02-28 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
2,1028345.0,2024-12-31 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
2,1042867.0,2025-01-31 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
2,497098.0,2025-02-28 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
3,968011.0,2024-12-31 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
3,958701.0,2025-01-31 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
3,420472.0,2025-02-28 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
4,1339905.0,2024-12-31 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
4,1425065.0,2025-01-31 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
4,715254.0,2025-02-28 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
5,1753462.0,2024-12-31 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
5,1776017.0,2025-01-31 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
5,943838.0,2025-02-28 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
6,718625.0,2024-12-31 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
6,706513.0,2025-01-31 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
6,322530.0,2025-02-28 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
7,957977.0,2024-12-31 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
7,964465.0,2025-01-31 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
7,423387.0,2025-02-28 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
8,1037522.0,2024-12-31 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
8,1038787.0,2025-01-31 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
8,534707.0,2025-02-28 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
9,1512202.0,2024-12-31 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
9,1542265.0,2025-01-31 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
9,731691.0,2025-02-28 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
11,748089.0,2024-12-31 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
11,716992.0,2025-01-31 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
11,319370.0,2025-02-28 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
12,1066902.0,2024-12-31 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
12,1032998.0,2025-01-31 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
12,470852.0,2025-02-28 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
13,1227207.0,2024-12-31 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
13,1299474.0,2025-01-31 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
13,614939.0,2025-02-28 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
14,1140187.0,2024-12-31 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
14,1169614.0,2025-01-31 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
14,584985.0,2025-02-28 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
15,584080.0,2024-12-31 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
15,630144.0,2025-01-31 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
15,273005.0,2025-02-28 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
16,1104170.0,2024-12-31 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
16,1163515.0,2025-01-31 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
16,548757.0,2025-02-28 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
17,807720.0,2024-12-31 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
17,759517.0,2025-01-31 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
17,359935.0,2025-02-28 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
18,1418441.0,2024-12-31 00:00:00,26.05197,-98.28736,1.4589283247370577,20119.637740261776
18,1393360.0,2025-01-31 00:00:00,26.05197,-98.28736,1.4589283247370577,20119.637740261776
