TIENDA_ID,VENTA_PRED,FECHA,LATITUD_NUM,LONGITUD_NUM,mape_test,mae_test
1,822449.0,2024-08-31 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
1,792567.0,2024-09-30 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
1,781109.0,2024-10-31 00:00:00,26.00177,-98.24284,2.0455956725633166,15983.26199524315
2,975507.0,2024-08-31 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
2,961088.0,2024-09-30 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
2,979898.0,2024-10-31 00:00:00,26.04198,-98.3562,3.1579046800030146,29753.03327731816
3,879401.0,2024-08-31 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
3,894635.0,2024-09-30 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
3,941163.0,2024-10-31 00:00:00,26.02464,-98.26098,3.017306262333233,30134.320250110464
4,1349344.0,2024-08-31 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
4,1284577.0,2024-09-30 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
4,1360687.0,2024-10-31 00:00:00,26.04326,-98.23851,2.473595726136,35264.31605166822
5,1693466.0,2024-08-31 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
5,1679252.0,2024-09-30 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
5,1683587.0,2024-10-31 00:00:00,26.06397,-98.26165,1.300845170799997,22464.297950080585
6,718098.0,2024-08-31 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
6,725995.0,2024-09-30 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
6,741954.0,2024-10-31 00:00:00,26.02745,-98.35609,4.146298403458525,32939.63665877896
7,976676.0,2024-08-31 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
7,970629.0,2024-09-30 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
7,984797.0,2024-10-31 00:00:00,26.08957,-98.33238,2.269673783629809,20888.138394611935
8,1072653.0,2024-08-31 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
8,1017915.0,2024-09-30 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
8,1028191.0,2024-10-31 00:00:00,26.04768,-98.2894,2.70880895601514,26138.15387402826
9,1502400.0,2024-08-31 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
9,1510542.0,2024-09-30 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
9,1542678.0,2024-10-31 00:00:00,26.01405,-98.39384,1.3945217800755354,20054.164741180753
11,746667.0,2024-08-31 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
11,685079.0,2024-09-30 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
11,724880.0,2024-10-31 00:00:00,26.00828,-98.40705,2.534159431195423,17959.21304094014
12,1043565.0,2024-08-31 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
12,1007605.0,2024-09-30 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
12,1019290.0,2024-10-31 00:00:00,25.99668,-98.26116,3.076766793318544,29402.692279258423
13,1200683.0,2024-08-31 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
13,1242458.0,2024-09-30 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
13,1247854.0,2024-10-31 00:00:00,25.98686,-98.09433,2.0566910347888836,25419.173972160042
14,1147132.0,2024-08-31 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
14,1078987.0,2024-09-30 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
14,1159481.0,2024-10-31 00:00:00,26.21178,-98.5901,3.9095354963530387,48103.54937285284
15,617130.0,2024-08-31 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
15,613062.0,2024-09-30 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
15,623499.0,2024-10-31 00:00:00,26.04645,-98.32298,3.388659912674762,19510.45848556638
16,1109652.0,2024-08-31 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
16,1162314.0,2024-09-30 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
16,1111096.0,2024-10-31 00:00:00,26.02393,-98.34394,1.4514709314691312,15314.496708278117
17,778640.0,2024-08-31 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
17,813113.0,2024-09-30 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
17,805262.0,2024-10-31 00:00:00,26.05687,-98.36383,2.8501157313649577,22378.952597089763
18,1366677.0,2024-08-31 00:00:00,26.05197,-98.28736,1.4589283247370577,20119.637740261776
18,1347922.0,2024-09-30 00:00:00,26.05197,-98.28736,1.4589283247370577,20119.637740261776
18,1369319.0,2024-10-31 00:00:00,26.05197,-98.28736,1.4589283247370577,20119.637740261776
19,536692.0,2024-08-31 00:00:00,25.9944,-98.11901,3.1625284797076043,16410.15170832792
19,500358.0,2024-09-30 00:00:00,25.9944,-98.11901,3.1625284797076043,16410.15170832792
19,484707.0,2024-10-31 00:00:00,25.9944,-98.11901,3.1625284797076043,16410.15170832792
21,1343139.0,2024-08-31 00:00:00,25.18824,-99.80819,1.7658303717884716,22853.644852677462
21,1344497.0,2024-09-30 00:00:00,25.18824,-99.80819,1.7658303717884716,22853.644852677462
21,1260706.0,2024-10-31 00:00:00,25.18824,-99.80819,1.7658303717884716,22853.644852677462
22,992568.0,2024-08-31 00:00:00,25.57557,-99.98963,2.460275755974214,23981.157031294268
22,986988.0,2024-09-30 00:00:00,25.57557,-99.98963,2.460275755974214,23981.157031294268
22,982968.0,2024-10-31 00:00:00,25.57557,-99.98963,2.460275755974214,23981.157031294268
23,971421.0,2024-08-31 00:00:00,24.88103,-99.58133,1.5676571334603873,14617.511231146515
23,948879.0,2024-09-30 00:00:00,24.88103,-99.58133,1.5676571334603873,14617.511231146515
23,929496.0,2024-10-31 00:00:00,24.88103,-99.58133,1.5676571334603873,14617.511231146515
24,718921.0,2024-08-31 00:00:00,25.18881,-99.82257,3.7877285845645705,27135.142686661202
24,698500.0,2024-09-30 00:00:00,25.18881,-99.82257,3.7877285845645705,27135.142686661202
24,698923.0,2024-10-31 00:00:00,25.18881,-99.82257,3.7877285845645705,27135.142686661202
25,1222638.0,2024-08-31 00:00:00,25.18958,-99.85066,5.980973137347597,12120.426858180363
25,1330503.0,2024-09-30 00:00:00,25.18958,-99.85066,5.980973137347597,12120.426858180363
25,1446385.0,2024-10-31 00:00:00,25.18958,-99.85066,5.980973137347597,12120.426858180363
