TIENDA_ID,MES_ID,VENTA_TOTAL,FECHA,LATITUD_NUM,LONGITUD_NUM,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET
1,202301.0,748595.53,2023-01-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202302.0,155325.03,2023-02-28,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202303.0,475459.96,2023-03-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202304.0,697411.28,2023-04-30,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202305.0,779274.5,2023-05-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202306.0,853168.73,2023-06-30,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202307.0,857231.49,2023-07-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202308.0,801099.34,2023-08-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202309.0,914195.93,2023-09-30,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202310.0,765040.92,2023-10-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202311.0,598655.41,2023-11-30,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202312.0,713569.96,2023-12-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202401.0,739971.54,2024-01-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202402.0,615848.14,2024-02-29,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202403.0,734269.69,2024-03-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202404.0,731363.24,2024-04-30,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202405.0,919614.5,2024-05-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202406.0,875389.21,2024-06-30,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202407.0,837783.48,2024-07-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202408.0,893196.2638262294,2024-08-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202409.0,730624.9038965332,2024-09-30,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202410.0,731215.4422826751,2024-10-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202411.0,710822.06,2024-11-30,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
1,202412.0,344489.01,2024-12-31,26.00177,-98.24284,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202301.0,729203.78,2023-01-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202302.0,702849.63,2023-02-28,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202303.0,808482.52,2023-03-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202304.0,797786.16,2023-04-30,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202305.0,872478.7,2023-05-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202306.0,954589.56,2023-06-30,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202307.0,923898.95,2023-07-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202308.0,906241.37,2023-08-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202309.0,981210.96,2023-09-30,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202310.0,890527.05,2023-10-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202311.0,875175.97,2023-11-30,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202312.0,947925.16,2023-12-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202401.0,948089.77,2024-01-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202402.0,810243.42,2024-02-29,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202403.0,959372.49,2024-03-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202404.0,978336.28,2024-04-30,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202405.0,1140719.77,2024-05-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202406.0,1083879.45,2024-06-30,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202407.0,1085740.35,2024-07-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202408.0,945407.8982179579,2024-08-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202409.0,1001059.1333215274,2024-09-30,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202410.0,935723.2046700268,2024-10-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202411.0,1009469.21,2024-11-30,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
2,202412.0,482736.19,2024-12-31,26.04198,-98.3562,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202301.0,657141.17,2023-01-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202302.0,605517.81,2023-02-28,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202303.0,755300.68,2023-03-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202304.0,634715.83,2023-04-30,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202305.0,682516.56,2023-05-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202306.0,846276.14,2023-06-30,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202307.0,840449.07,2023-07-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202308.0,840699.23,2023-08-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202309.0,952603.0,2023-09-30,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202310.0,807286.79,2023-10-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202311.0,704496.74,2023-11-30,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202312.0,864281.47,2023-12-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202401.0,875228.45,2024-01-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202402.0,770080.41,2024-02-29,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202403.0,911860.17,2024-03-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202404.0,866457.73,2024-04-30,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202405.0,1107760.0,2024-05-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202406.0,1106569.47,2024-06-30,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202407.0,1086908.61,2024-07-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202408.0,931665.2963436622,2024-08-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202409.0,864771.2796253008,2024-09-30,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202410.0,914379.3434050089,2024-10-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202411.0,1003146.3,2024-11-30,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
3,202412.0,457933.59,2024-12-31,26.02464,-98.26098,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202301.0,1088717.62,2023-01-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202302.0,1040425.98,2023-02-28,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202303.0,1136516.53,2023-03-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202304.0,1249876.57,2023-04-30,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202305.0,1253613.07,2023-05-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202306.0,1414363.76,2023-06-30,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202307.0,1434354.18,2023-07-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202308.0,1304814.77,2023-08-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202309.0,1286361.63,2023-09-30,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202310.0,1156293.32,2023-10-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202311.0,1096348.23,2023-11-30,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202312.0,1305319.27,2023-12-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202401.0,1237898.61,2024-01-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202402.0,1097120.79,2024-02-29,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202403.0,1284896.74,2024-03-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202404.0,1289293.94,2024-04-30,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202405.0,1592000.84,2024-05-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202406.0,1477218.13,2024-06-30,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202407.0,1509611.7,2024-07-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202408.0,1313919.7808524105,2024-08-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202409.0,1268279.1889262062,2024-09-30,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202410.0,1288400.9031276577,2024-10-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202411.0,1372968.07,2024-11-30,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
4,202412.0,566760.26,2024-12-31,26.04326,-98.23851,2.0,A,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
5,202301.0,1381033.15,2023-01-31,26.06397,-98.26165,2.0,C,Hogar,0.0,0.0,0.0,Hogar Reunión,UT_DENSIDAD,TRAIN
